Albany City Unified,Alameda,7360,925,343
Sacramento County Office of Education,Sacramento,4257,2995,317
Jefferson Elementary,San Mateo,18613,6174,2340
Shasta County Office of Education,Shasta,1169,515,138
Fortuna Union High,Humboldt,2179,888,163
Santa Barbara County Office of Education,Santa Barbara,528,374,13
Menlo Park City Elementary,San Mateo,5993,342,80
Riverdale Joint Unified,Fresno,3206,2460,275
Garden Grove Unified,Orange,87631,50774,8944
Canyon Elementary,Contra Costa,144,4,2
Plainsburg Union Elementary,Merced,248,70,42
Alvina Elementary,Fresno,358,254,37
Oak Park Unified,Ventura,9098,365,136
Martinez Unified,Contra Costa,8199,1626,259
Santa Maria-Bonita,Santa Barbara,33501,23606,3780
Sonoma Valley Unified,Sonoma,9045,4139,1025
Vacaville Unified,Solano,25613,8894,1575
Lake Tahoe Unified,El Dorado,7830,3712,892
Somis Union,Ventura,509,239,58
Maxwell Unified,Colusa,641,361,119
Saint Helena Unified,Napa,2365,241,0
Shoreline Unified,Marin,1021,497,126
Muroc Joint Unified,Kern,3724,887,213
Janesville Union Elementary,Lassen,680,208,76
Hydesville Elementary,Humboldt,392,94,18
South Monterey County Joint Union High,Monterey,4466,2732,253
Alpine County Unified,Alpine,160,88,4
Hughson Unified,Stanislaus,4124,1889,332
San Benito High,San Benito,5949,2458,295
Bishop Unified,Inyo,3749,1602,373
Piedmont City Unified,Alameda,5340,53,0
Pixley Union Elementary,Tulare,2199,1962,133
Cotati-Rohnert Park Unified,Sonoma,12375,3968,1024
Panoche Elementary,San Benito,12,4,0
Latrobe,El Dorado,286,22,0
Big Springs Union Elementary,Siskiyou,356,155,48
Panama-Buena Vista Union,Kern,35575,19254,4036
Big Lagoon Union Elementary,Humboldt,35,20,4
Burnt Ranch Elementary,Trinity,192,108,48
Green Point Elementary,Humboldt,22,20,2
San Leandro Unified,Alameda,17120,8034,2345
Bear Valley Unified,San Bernardino,4985,2854,463
Twin Hills Union Elementary,Sonoma,2478,333,67
Camptonville Elementary,Yuba,1025,474,82
San Lorenzo Unified,Alameda,23219,12348,3114
SBE - Paramount Collegiate Academy,Sacramento,164,80,22
Merced River Union Elementary,Merced,347,243,46
Patterson Joint Unified,Stanislaus,12034,7256,1670
Campbell Union High,Santa Clara,15415,2439,458
Mulberry Elementary,Imperial,180,60,12
SBE - Anahuacalmecac International University Preparatory of North America,Los Angeles,743,615,76
William S. Hart Union High,Los Angeles,51939,11042,2370
Kit Carson Union Elementary,Kings,1541,1019,201
Escalon Unified,San Joaquin,5730,2224,346
Montecito Union Elementary,Santa Barbara,820,40,18
McCloud Union Elementary,Siskiyou,132,84,6
Summerville Elementary,Tuolumne,799,297,74
Piner-Olivet Union Elementary,Sonoma,2832,972,168
Baldwin Park Unified,Los Angeles,33967,24506,4680
California School for the Blind (State Special Schl),Alameda,73,73,0
Laton Joint Unified,Fresno,1378,976,123
Richland Union Elementary,Kern,6878,5399,780
San Bernardino City Unified,San Bernardino,105007,81266,9667
Ferndale Unified,Humboldt,1016,359,104
Twain Harte,Tuolumne,505,245,45
Lost Hills Union Elementary,Kern,1125,635,0
Walnut Valley Unified,Los Angeles,28847,2839,1085
Sundale Union Elementary,Tulare,1632,565,121
Richfield Elementary,Tehama,482,201,74
Kenwood ,Sonoma,297,44,2
Bass Lake Joint Union Elementary,Madera,1770,753,250
El Nido Elementary,Merced,322,220,42
Lakeside Union Elementary,San Diego,13179,4570,1163
Bella Vista Elementary,Shasta,717,372,92
Hacienda la Puente Unified,Los Angeles,37372,22925,4195
SBE - Lifeline Education Charter,Los Angeles,1249,1031,156
Glendale Unified,Los Angeles,51657,19764,4754
Corcoran Joint Unified,Kings,6611,5059,405
Grass Valley Elementary,Nevada,3456,1503,395
Kerman Unified,Fresno,10127,7402,939
Buckeye Union Elementary,El Dorado,10388,1188,284
Pierce Joint Unified,Colusa,2937,1504,461
Maple Elementary,Kern,570,244,86
Semitropic Elementary,Kern,452,348,32
Pittsburg Unified,Contra Costa,22754,13307,3077
Conejo Valley Unified,Ventura,37543,6498,1455
Freshwater Elementary,Humboldt,681,147,91
Las Lomitas Elementary,San Mateo,2772,104,12
Anaheim Union High,Orange,61189,33846,7169
Curtis Creek Elementary,Tuolumne,907,395,95
Monterey County Office of Education,Monterey,3756,1471,398
Bangor Union Elementary,Butte,174,116,16
Big Pine Unified,Inyo,336,204,53
Happy Valley Elementary,Santa Cruz,250,20,0
New Haven Unified,Alameda,23511,8938,2400
McFarland Unified,Kern,7060,5207,986
Le Grand Union Elementary,Merced,794,591,57
Point Arena Joint Union High,Mendocino,293,117,42
California Education Authority (CEA) Headquarters,Sacramento,587,576,0
Montgomery Elementary,Sonoma,56,22,0
Hilmar Unified,Merced,4678,1986,594
Susanville Elementary,Lassen,2182,1025,133
Ventura Unified,Ventura,33701,11230,6280
Sierra Sands Unified,Kern,9933,4114,730
Magnolia Union Elementary,Imperial,271,32,5
Plaza Elementary,Glenn,400,138,26
Red Bluff Joint Union High,Tehama,3208,1695,205
Pomona Unified,Los Angeles,47969,34699,5567
Penn Valley Union Elementary,Nevada,1188,430,144
Woodville Union Elementary,Tulare,858,780,35
Laguna Beach Unified,Orange,6008,448,54
Alum Rock Union Elementary,Santa Clara,23110,16099,3613
Oak Grove Union Elementary,Sonoma,2220,451,104
Orange County Department of Education,Orange,11960,5997,770
Sonora Union High,Tuolumne,2085,649,167
Rio Elementary,Ventura,10235,6754,1151
Franklin-McKinley Elementary,Santa Clara,21376,13107,2982
Chino Valley Unified,San Bernardino,57290,22555,3479
Tulare City,Tulare,18989,13174,1908
El Centro Elementary,Imperial,12032,8579,1247
Rosemead Elementary,Los Angeles,4997,2967,970
Riverside County Office of Education,Riverside,16288,6576,2353
Pleasanton Unified,Alameda,29318,1524,431
Reeds Creek Elementary,Tehama,299,138,34
Shiloh Elementary,Stanislaus,313,191,46
Monson-Sultana Joint Union Elementary,Tulare,877,717,58
Buttonwillow Union Elementary,Kern,743,606,40
Lincoln Unified,San Joaquin,18762,9140,2507
Mountain House Elementary,Alameda,32,24,0
SBE - Thrive Public,San Diego,909,349,114
Etiwanda Elementary,San Bernardino,27833,7862,1808
Rancho Santa Fe Elementary,San Diego,1282,16,0
Benicia Unified,Solano,9612,1616,388
Merced Union High,Merced,20418,12753,2589
McCabe Union Elementary,Imperial,2757,611,236
San Mateo-Foster City,San Mateo,23758,6238,804
Briggs Elementary,Ventura,1079,611,200
Napa County Office of Education,Napa,258,176,39
Wiseburn Unified,Los Angeles,8464,2391,1038
Santa Monica-Malibu Unified,Los Angeles,21818,4284,1058
Brea-Olinda Unified,Orange,11647,2279,738
Oak Grove Elementary,Santa Clara,20615,6646,1700
Petaluma City Elementary,Sonoma,4767,1290,444
Hornbrook Elementary,Siskiyou,115,71,10
Del Norte County Unified,Del Norte,7264,4169,560
Ocean View,Ventura,22077,9382,1583
Fortuna Elementary,Humboldt,2737,1511,242
Borrego Springs Unified,San Diego,1565,1184,174
Julian Union Elementary,San Diego,8299,2742,941
Wheatland ,Yuba,2643,780,413
Brisbane Elementary,San Mateo,918,188,30
Cloverdale Unified,Sonoma,2801,1309,248
Gold Trail Union Elementary,El Dorado,1359,314,71
Bogus Elementary,Siskiyou,40,30,0
Butteville Union Elementary,Siskiyou,422,136,60
Garfield Elementary,Humboldt,138,20,4
Tulare County Office of Education,Tulare,4965,2272,415
SBC - High Tech High,San Diego,4941,1486,838
Newhall,Los Angeles,13327,4432,747
Jamestown Elementary,Tuolumne,860,541,90
Lammersville Joint Unified,San Joaquin,8951,1094,255
Cuddeback Union Elementary,Humboldt,262,91,22
San Francisco County Office of Education,San Francisco,650,418,6
San Luis Coastal Unified,San Luis Obispo,15316,4239,890
Tipton Elementary,Tulare,1110,832,102
Oroville City Elementary,Butte,5357,3470,496
Newport-Mesa Unified,Orange,42696,15324,2476
Modesto City Elementary,Stanislaus,30593,23692,2430
Columbine Elementary,Tulare,411,202,50
Amador County Office of Education,Amador,435,220,32
Palmdale Elementary,Los Angeles,44052,31624,5146
Keppel Union Elementary,Los Angeles,5243,4013,420
Imperial Unified,Imperial,8138,2791,716
Scotts Valley Unified,Santa Cruz,4967,410,70
Lawndale Elementary,Los Angeles,11984,8054,1690
Happy Valley Union Elementary,Shasta,984,571,86
Butte County Office of Education,Butte,2364,971,311
Hueneme Elementary,Ventura,16679,12627,1812
Cupertino Union,Santa Clara,37018,1237,334
Southside Elementary,San Benito,469,153,26
Vallecitos Elementary,San Diego,670,422,92
Oakdale Joint Unified,Stanislaus,10443,3497,639
San Rafael City High,Marin,4948,1953,359
Pleasant Valley Joint Union Elementary,San Luis Obispo,198,62,10
Pleasant View Elementary,Tulare,945,856,48
Knights Ferry Elementary,Stanislaus,236,49,12
Sierra Unified,Fresno,2616,1047,183
Antelope Elementary,Tehama,1623,660,134
Tustin Unified,Orange,47861,13720,3924
Alta-Dutch Flat Union Elementary,Placer,205,70,28
Galt Joint Union Elementary,Sacramento,7200,3434,738
San Jacinto Unified,Riverside,22202,14384,2725
Douglas City Elementary,Trinity,373,125,53
Rincon Valley Union Elementary,Sonoma,7071,1817,485
Mesa Union Elementary,Ventura,2536,572,226
Cypress Elementary,Orange,7892,2069,481
Merced County Office of Education,Merced,2187,1918,55
Woodland Joint Unified,Yolo,19981,10998,1921
Castro Valley Unified,Alameda,18559,3059,1072
Bonita Unified,Los Angeles,20325,5329,1613
Igo, Ono, Platina Union Elementary,Shasta,78,54,8
Rockford Elementary,Tulare,735,356,65
Willow Grove Union Elementary,San Benito,38,16,0
Franklin Elementary,Sutter,956,190,78
Manhattan Beach Unified,Los Angeles,13397,330,83
Oroville Union High,Butte,4223,2887,320
Chico Unified,Butte,27745,9814,1684
Silver Valley Unified,San Bernardino,4230,1528,812
Sonora Elementary,Tuolumne,1445,495,98
Mattole Unified,Humboldt,1431,706,201
Taft Union High,Kern,2008,1093,102
South Bay Union Elementary,Humboldt,1813,973,248
Lassen County Office of Education,Lassen,26,6,0
Moraga Elementary,Contra Costa,3778,54,0
Fountain Valley Elementary,Orange,12719,1787,674
Gerber Union Elementary,Tehama,844,587,112
Fort Bragg Unified,Mendocino,3740,1955,509
Temple City Unified,Los Angeles,11684,3025,1534
South Pasadena Unified,Los Angeles,9490,783,477
Sunnyside Union Elementary,Tulare,704,582,27
Santee,San Diego,13459,4159,1238
Corning Union High,Tehama,1853,1105,190
Santa Maria Joint Union High,Santa Barbara,15222,8240,2399
Sausalito Marin City,Marin,1112,461,68
Marcum-Illinois Union Elementary,Sutter,4770,1205,581
Kneeland Elementary,Humboldt,58,26,0
Tulelake Basin Joint Unified,Modoc,890,614,26
Biggs Unified,Butte,1219,683,96
Roseville Joint Union High,Placer,20104,3350,826
Fullerton Elementary,Orange,26623,9898,1563
Holtville Unified,Imperial,3147,1903,203
Trona Joint Unified,San Bernardino,1857,1243,172
Hanford Elementary,Kings,11817,7938,1603
Westwood Unified,Lassen,658,400,104
Paso Robles Joint Unified,San Luis Obispo,13482,5702,880
Snelling-Merced Falls Union Elementary,Merced,151,106,10
Yolo County Office of Education,Yolo,1098,561,140
Surprise Valley Joint Unified,Modoc,228,104,31
Roseland,Sonoma,5669,4327,715
Western Placer Unified,Placer,17773,4664,1167
Reef-Sunset Unified,Kings,5247,4609,97
Delhi Unified,Merced,5222,3688,596
Claremont Unified,Los Angeles,14034,3996,1025
Fairfax Elementary,Kern,5362,4227,484
Clay Joint Elementary,Fresno,488,68,4
Ballard Elementary,Santa Barbara,257,8,0
Rim of the World Unified,San Bernardino,6966,3129,403
El Tejon Unified,Kern,1541,894,112
Denair Unified,Stanislaus,2562,1242,243
Williams Unified,Colusa,2705,1661,596
Mt. Diablo Unified,Contra Costa,62996,23087,4258
Bakersfield City,Kern,60420,49137,4593
San Luis Obispo County Office of Education,San Luis Obispo,811,514,81
Elverta Joint Elementary,Sacramento,569,374,50
Victor Valley Union High,San Bernardino,27222,18093,3194
Lancaster Elementary,Los Angeles,30175,22468,2359
Mendocino County Office of Education,Mendocino,142,119,8
Rowland Unified,Los Angeles,28116,16377,3551
McSwain Union Elementary,Merced,1703,470,149
Woodside Elementary,San Mateo,798,58,30
Sutter Union High,Sutter,1531,340,74
Dry Creek Joint Elementary,Placer,13390,3712,1223
Bitterwater-Tully Elementary,San Benito,64,6,0
Los Nietos,Los Angeles,3251,2415,423
Maricopa Unified,Kern,7717,3236,637
Coachella Valley Unified,Riverside,37161,31742,2808
Irvine Unified,Orange,66202,6885,2181
Solana Beach Elementary,San Diego,6024,392,104
Marin County Office of Education,Marin,460,107,0
Coalinga-Huron Unified,Fresno,8794,5960,598
Ballico-Cressey Elementary,Merced,740,457,40
Southern Humboldt Joint Unified,Humboldt,1489,592,112
Stanislaus County Office of Education,Stanislaus,4228,2074,378
SBE - Olive Grove Charter,Santa Barbara,575,307,62
Savanna Elementary,Orange,4627,2614,416
Menifee Union Elementary,Riverside,23192,6922,2398
Golden Valley Unified,Madera,3707,1042,242
Soledad Unified,Monterey,9644,8391,285
Larkspur-Corte Madera,Marin,3046,224,54
Newcastle Elementary,Placer,4468,365,143
Live Oak Elementary,Santa Cruz,4095,1941,224
Trinity Alps Unified,Trinity,1463,637,175
Guerneville Elementary,Sonoma,569,336,56
La Honda-Pescadero Unified,San Mateo,628,255,75
Pleasant Valley,Ventura,14508,3147,1035
Ackerman Charter,Placer,1161,261,50
Guadalupe Union Elementary,Santa Barbara,2541,1913,375
Chicago Park Elementary,Nevada,359,98,46
Oakland Unified,Alameda,97903,65522,6381
Lagunitas Elementary,Marin,523,86,8
Lakeside Union,Kern,2732,1418,329
Del Norte County Office of Education,Del Norte,1074,573,50
Pajaro Valley Unified,Santa Cruz,40540,21091,1756
Kings River Union Elementary,Tulare,895,768,53
Alpine County Office of Education,Alpine,4,4,0
Los Angeles County Office of Education,Los Angeles,13596,8296,777
Mt. Baldy Joint Elementary,San Bernardino,212,36,0
Los Molinos Unified,Tehama,1167,791,132
Columbia Elementary,Shasta,2717,624,216
Plumas Unified,Plumas,4215,1635,370
Lassen Union High,Lassen,1592,399,72
Mission Union Elementary,Monterey,252,32,0
SBE - OnePurpose,San Francisco,229,217,2
Owens Valley Unified,Inyo,167,70,16
La Canada Unified,Los Angeles,8183,84,40
Redondo Beach Unified,Los Angeles,19417,2026,657
Hart-Ransom Union Elementary,Stanislaus,2355,864,289
Vista del Mar Union,Santa Barbara,196,46,54
Sulphur Springs Union,Los Angeles,10643,4280,961
Aromas/San Juan Unified,San Benito,2225,1154,238
Los Gatos-Saratoga Joint Union High,Santa Clara,6647,115,6
Vineland Elementary,Kern,1444,1444,0
Placer County Office of Education,Placer,1549,309,38
Calipatria Unified,Imperial,2263,1775,108
Orange Unified,Orange,56593,21085,3313
Three Rivers Union Elementary,Tulare,280,76,28
Desert Sands Unified,Riverside,57281,32196,6004
Wasco Union Elementary,Kern,7166,5467,966
Carmel Unified,Monterey,4971,657,90
San Ramon Valley Unified,Contra Costa,64277,1883,533
Compton Unified,Los Angeles,46403,35360,2222
California School for the Deaf-Riverside (State Special Schl),Riverside,657,191,0
Happy Camp Union Elementary,Siskiyou,222,164,4
Elkins Elementary,Tehama,30,26,2
Dehesa Elementary,San Diego,11868,3023,879
East Nicolaus Joint Union High,Sutter,627,129,64
Jacoby Creek Elementary,Humboldt,902,108,16
San Diego Unified,San Diego,252759,125734,25904
Pacheco Union Elementary,Shasta,1215,567,127
Coast Unified,San Luis Obispo,1287,685,163
Caruthers Unified,Fresno,2827,2322,204
Sequoia Union High,San Mateo,19420,5254,1086
Orange Center,Fresno,1657,1089,183
Cuyama Joint Unified,Santa Barbara,486,314,87
Yuba County Office of Education,Yuba,1069,770,101
Kings County Office of Education,Kings,745,479,65
Gazelle Union Elementary,Siskiyou,60,34,6
Eastern Sierra Unified,Mono,801,302,122
Porterville Unified,Tulare,28302,23220,180
Mountain View-Los Altos Union High,Santa Clara,8088,1043,213
Ross Elementary,Marin,766,4,0
Cayucos Elementary,San Luis Obispo,421,143,12
Mountain View Elementary,San Bernardino,18967,13834,1955
Santa Rosa High,Sonoma,22150,6914,1965
Val Verde Unified,Riverside,39446,25458,6906
Livingston Union,Merced,5011,3611,695
Alvord Unified,Riverside,37982,22703,6320
Peninsula Union ,Humboldt,72,54,6
Upland Unified,San Bernardino,21883,9715,1778
Standard Elementary,Kern,6181,4204,487
Bellflower Unified,Los Angeles,24405,12879,3579
Bridgeville Elementary,Humboldt,50,40,0
Berkeley Unified,Alameda,20300,5911,1208
Wilmar Union Elementary,Sonoma,461,73,19
Cienega Union Elementary,San Benito,46,14,0
Chualar Union,Monterey,671,513,100
Two Rock Union,Sonoma,322,110,54
San Mateo Union High,San Mateo,17992,2572,682
Sacramento City Unified,Sacramento,92769,56438,6890
Rio Bravo-Greeley Union Elementary,Kern,2055,933,126
Huntington Beach City Elementary,Orange,14247,1975,364
Scotia Union Elementary,Humboldt,420,165,78
East Whittier City Elementary,Los Angeles,17603,7080,1871
Junction City Elementary,Trinity,138,93,14
Visalia Unified,Tulare,57332,33404,4054
Laguna Joint Elementary,Marin,33,26,0
Garvey Elementary,Los Angeles,9568,6692,1182
Middletown Unified,Lake,3326,1722,256
Clovis Unified,Fresno,84608,27012,7089
San Diego County Office of Education,San Diego,6116,3685,231
Hesperia Unified,San Bernardino,47185,28676,3707
Azusa Unified,Los Angeles,17322,11486,2261
Robla Elementary,Sacramento,4528,3800,356
Encinitas Union Elementary,San Diego,10623,1190,260
Selma Unified,Fresno,12819,9086,1194
Whitmore Union Elementary,Shasta,428,157,24
Brawley Union High,Imperial,3613,2399,269
Hermosa Beach City Elementary,Los Angeles,2743,74,0
Napa Valley Unified,Napa,36108,13509,4096
Belridge Elementary,Kern,64,36,10
Waugh Elementary,Sonoma,1806,194,36
Konocti Unified,Lake,6654,4656,449
Trinidad Union Elementary,Humboldt,388,159,59
Humboldt County Office of Education,Humboldt,840,420,14
Beverly Hills Unified,Los Angeles,7961,506,138
Temecula Valley Unified,Riverside,59235,10050,3806
Monroe Elementary,Fresno,335,283,16
Gilroy Unified,Santa Clara,23719,10830,2324
San Ysidro Elementary,San Diego,9587,7788,0
Nevada County Office of Education,Nevada,5326,2225,693
Orland Joint Unified,Glenn,4360,2743,665
North Cow Creek Elementary,Shasta,524,138,22
Indian Diggings Elementary,El Dorado,34,10,0
Fresno County Office of Education,Fresno,5305,4221,207
El Dorado County Office of Education,El Dorado,1980,787,35
Round Valley Unified,Mendocino,863,412,4
Chatom Union,Stanislaus,1195,868,123
Parlier Unified,Fresno,6806,6038,491
Lafayette Elementary,Contra Costa,7200,118,48
Geyserville Unified,Sonoma,493,220,64
Escondido Union High,San Diego,18712,8211,2510
Sequoia Union Elementary,Tulare,666,262,30
Bayshore Elementary,San Mateo,731,368,102
Laytonville Unified,Mendocino,778,519,48
Belmont-Redwood Shores Elementary,San Mateo,8423,403,132
Dunsmuir Joint Union High,Siskiyou,128,97,0
Livermore Valley Joint Unified,Alameda,27705,5368,1042
Valle Lindo Elementary,Los Angeles,2215,1549,316
Carlsbad Unified,San Diego,22182,3456,908
Norwalk-La Mirada Unified,Los Angeles,36395,21929,3331
West Park Elementary,Fresno,1251,1043,95
Mojave Unified,Kern,5402,4268,172
Portola Valley Elementary,San Mateo,1249,64,42
Union Hill Elementary,Nevada,1328,377,125
Butte Valley Unified,Siskiyou,612,377,96
