CountyDesc,FnsReportDate,ProgramCode,ProgramGroupCode,Name,SiteName,MealTypeCode,MlsServedFree,MlsServedRedc,MlsServedPaid,MlsServedTotal,ProgramGroupYear
SAN MATEO,Jun 2018,NSLP,NSLP,San Mateo-Foster City School District,Parkside Montessori                                             ,NSLP_BREAKFAST_SEVERENEED,120,41,162,323,2018
SAN MATEO,Jun 2018,NSLP,NSLP,San Mateo-Foster City School District,Parkside Montessori                                             ,NSLP_LUNCH,223,77,273,573,2018
SAN MATEO,Jun 2018,NSLP,NSLP,San Mateo-Foster City School District,Parkside Montessori                                             ,NSLP_SNACK,13,0,251,264,2018
SAN MATEO,Jun 2018,NSLP,NSLP,San Mateo-Foster City School District,SUNNYBRAE ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,1726,238,414,2378,2018
SAN MATEO,Jun 2018,NSLP,NSLP,San Mateo-Foster City School District,SUNNYBRAE ELEMENTARY,NSLP_LUNCH,2017,281,417,2715,2018
SAN MATEO,Jun 2018,NSLP,NSLP,San Mateo-Foster City School District,SUNNYBRAE ELEMENTARY,NSLP_SNACK_AREAELIGIBLE,576,0,0,576,2018
SAN MATEO,Jun 2018,NSLP,NSLP,San Mateo-Foster City School District,COLLEGE PARK ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,114,29,461,604,2018
SAN MATEO,Jun 2018,NSLP,NSLP,San Mateo-Foster City School District,COLLEGE PARK ELEMENTARY,NSLP_LUNCH,212,60,1393,1665,2018
SAN MATEO,Jun 2018,NSLP,NSLP,San Mateo-Foster City School District,COLLEGE PARK ELEMENTARY,NSLP_SNACK,63,28,472,563,2018
SAN MATEO,Jun 2018,NSLP,NSLP,San Mateo-Foster City School District,BERESFORD ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,1108,84,388,1580,2018
SAN MATEO,Jun 2018,NSLP,NSLP,San Mateo-Foster City School District,BERESFORD ELEMENTARY,NSLP_LUNCH,1021,74,313,1408,2018
SAN MATEO,Jun 2018,NSLP,NSLP,San Mateo-Foster City School District,BERESFORD ELEMENTARY,NSLP_SNACK,20,1,137,158,2018
SAN MATEO,Jun 2018,NSLP,NSLP,San Mateo-Foster City School District,Fiesta Gardens International Elementary                         ,NSLP_BREAKFAST_SEVERENEED,544,120,225,889,2018
SAN MATEO,Jun 2018,NSLP,NSLP,San Mateo-Foster City School District,Fiesta Gardens International Elementary                         ,NSLP_LUNCH,1914,292,874,3080,2018
SAN MATEO,Jun 2018,NSLP,NSLP,San Mateo-Foster City School District,Fiesta Gardens International Elementary                         ,NSLP_SNACK_AREAELIGIBLE,1052,0,0,1052,2018
SAN MATEO,Jun 2018,NSLP,NSLP,San Mateo-Foster City School District,Turnbull Preschool,NSLP_BREAKFAST_SEVERENEED,1044,381,143,1568,2018
SAN MATEO,Jun 2018,NSLP,NSLP,San Mateo-Foster City School District,Turnbull Preschool,NSLP_LUNCH,340,135,21,496,2018
SAN MATEO,Jun 2018,NSLP,NSLP,Belmont-Redwood Shores Elementary School District,CENTRAL ELEMENTARY,NSLP_LUNCH,37,39,563,639,2018
SAN MATEO,Jun 2018,NSLP,NSLP,Belmont-Redwood Shores Elementary School District,CIPRIANI ELEMENTARY,NSLP_LUNCH,41,9,484,534,2018
SAN MATEO,Jun 2018,NSLP,NSLP,Belmont-Redwood Shores Elementary School District,FOX ELEMENTARY,NSLP_LUNCH,127,4,819,950,2018
SAN MATEO,Jun 2018,NSLP,NSLP,Belmont-Redwood Shores Elementary School District,NESBIT ELEMENTARY,NSLP_LUNCH,830,148,458,1436,2018
SAN MATEO,Jun 2018,NSLP,NSLP,Belmont-Redwood Shores Elementary School District,Redwood Shores Elementary,NSLP_LUNCH,146,15,535,696,2018
SAN MATEO,Jun 2018,NSLP,NSLP,Belmont-Redwood Shores Elementary School District,SANDPIPER ELEMENTARY,NSLP_LUNCH,154,63,885,1102,2018
SAN MATEO,Jun 2018,NSLP,NSLP,Belmont-Redwood Shores Elementary School District,RALSTON INTERMEDIATE,NSLP_LUNCH,272,63,1203,1538,2018
SAN MATEO,Apr 2018,NSLP,NSLP,La Honda-Pescadero Unified School District,LA HONDA ELEMENTARY,NSLP_LUNCH,208,0,332,540,2018
SAN MATEO,Apr 2018,NSLP,NSLP,La Honda-Pescadero Unified School District,Pescadero Elementary and Middle                                 ,NSLP_BREAKFAST_SEVERENEED,549,51,31,631,2018
SAN MATEO,Apr 2018,NSLP,NSLP,La Honda-Pescadero Unified School District,Pescadero Elementary and Middle                                 ,NSLP_LUNCH,931,120,301,1352,2018
SAN MATEO,Apr 2018,NSLP,NSLP,La Honda-Pescadero Unified School District,Pescadero Elementary and Middle                                 ,NSLP_SNACK_AREAELIGIBLE,1237,0,0,1237,2018
SAN MATEO,Apr 2018,NSLP,NSLP,La Honda-Pescadero Unified School District,Pescadero High                                                  ,NSLP_BREAKFAST_SEVERENEED,222,17,20,259,2018
SAN MATEO,Apr 2018,NSLP,NSLP,La Honda-Pescadero Unified School District,Pescadero High                                                  ,NSLP_LUNCH,335,34,64,433,2018
SAN MATEO,Apr 2018,NSLP,NSLP,La Honda-Pescadero Unified School District,Pescadero High                                                  ,NSLP_SNACK_AREAELIGIBLE,16,0,0,16,2018
SAN MATEO,Apr 2018,NSLP,NSLP,San Mateo-Foster City School District,ABBOTT MIDDLE,NSLP_BREAKFAST_SEVERENEED,511,128,67,706,2018
SAN MATEO,Apr 2018,NSLP,NSLP,San Mateo-Foster City School District,ABBOTT MIDDLE,NSLP_LUNCH,1455,255,413,2123,2018
SAN MATEO,Apr 2018,NSLP,NSLP,San Mateo-Foster City School District,ABBOTT MIDDLE,NSLP_SNACK,21,0,89,110,2018
SAN MATEO,Apr 2018,NSLP,NSLP,San Mateo-Foster City School District,Audubon Elementary                                              ,NSLP_LUNCH,177,31,1375,1583,2018
SAN MATEO,Apr 2018,NSLP,NSLP,San Mateo-Foster City School District,Audubon Elementary                                              ,NSLP_SNACK,32,0,573,605,2018
SAN MATEO,Apr 2018,NSLP,NSLP,San Mateo-Foster City School District,Bayside ACADEMY                                                 ,NSLP_BREAKFAST_SEVERENEED,1030,127,251,1408,2018
SAN MATEO,Apr 2018,NSLP,NSLP,San Mateo-Foster City School District,Bayside ACADEMY                                                 ,NSLP_LUNCH,2621,502,1368,4491,2018
SAN MATEO,Apr 2018,NSLP,NSLP,San Mateo-Foster City School District,Bayside ACADEMY                                                 ,NSLP_SNACK,38,5,297,340,2018
SAN MATEO,Apr 2018,NSLP,NSLP,San Mateo-Foster City School District,BAYWOOD ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,49,2,53,104,2018
SAN MATEO,Apr 2018,NSLP,NSLP,San Mateo-Foster City School District,BAYWOOD ELEMENTARY,NSLP_LUNCH,803,54,948,1805,2018
SAN MATEO,Apr 2018,NSLP,NSLP,San Mateo-Foster City School District,BAYWOOD ELEMENTARY,NSLP_SNACK,29,0,648,677,2018
SAN MATEO,Apr 2018,NSLP,NSLP,San Mateo-Foster City School District,BOREL MIDDLE,NSLP_BREAKFAST_SEVERENEED,550,72,83,705,2018
SAN MATEO,Apr 2018,NSLP,NSLP,San Mateo-Foster City School District,BOREL MIDDLE,NSLP_LUNCH,1563,227,534,2324,2018
SAN MATEO,Apr 2018,NSLP,NSLP,San Mateo-Foster City School District,BOREL MIDDLE,NSLP_SNACK,12,0,110,122,2018
SAN MATEO,Apr 2018,NSLP,NSLP,San Mateo-Foster City School District,BOWDITCH MIDDLE,NSLP_LUNCH,203,22,1277,1502,2018
SAN MATEO,Apr 2018,NSLP,NSLP,San Mateo-Foster City School District,BOWDITCH MIDDLE,NSLP_SNACK,10,0,108,118,2018
SAN MATEO,Apr 2018,NSLP,NSLP,San Mateo-Foster City School District,Brewer Island Elementary                                        ,NSLP_LUNCH,128,28,1163,1319,2018
SAN MATEO,Apr 2018,NSLP,NSLP,San Mateo-Foster City School District,Brewer Island Elementary                                        ,NSLP_SNACK,45,0,500,545,2018
SAN MATEO,Apr 2018,NSLP,NSLP,San Mateo-Foster City School District,FOSTER CITY ELEMENTARY,NSLP_LUNCH,121,8,2233,2362,2018
SAN MATEO,Apr 2018,NSLP,NSLP,San Mateo-Foster City School District,FOSTER CITY ELEMENTARY,NSLP_SNACK,14,0,342,356,2018
SAN MATEO,Apr 2018,NSLP,NSLP,San Mateo-Foster City School District,GEORGE HALL ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,655,149,540,1344,2018
SAN MATEO,Apr 2018,NSLP,NSLP,San Mateo-Foster City School District,GEORGE HALL ELEMENTARY,NSLP_LUNCH,779,144,599,1522,2018
SAN MATEO,Apr 2018,NSLP,NSLP,San Mateo-Foster City School District,GEORGE HALL ELEMENTARY,NSLP_SNACK,311,34,435,780,2018
SAN MATEO,Apr 2018,NSLP,NSLP,San Mateo-Foster City School District,HIGHLANDS ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,498,52,271,821,2018
SAN MATEO,Apr 2018,NSLP,NSLP,San Mateo-Foster City School District,HIGHLANDS ELEMENTARY,NSLP_LUNCH,695,93,529,1317,2018
SAN MATEO,Apr 2018,NSLP,NSLP,San Mateo-Foster City School District,HIGHLANDS ELEMENTARY,NSLP_SNACK,13,0,295,308,2018
SAN MATEO,Apr 2018,NSLP,NSLP,San Mateo-Foster City School District,LEAD Elementary                                                 ,NSLP_BREAKFAST_SEVERENEED,1724,363,375,2462,2018
SAN MATEO,Apr 2018,NSLP,NSLP,San Mateo-Foster City School District,LEAD Elementary                                                 ,NSLP_LUNCH,2370,476,547,3393,2018
SAN MATEO,Apr 2018,NSLP,NSLP,San Mateo-Foster City School District,LEAD Elementary                                                 ,NSLP_SNACK_AREAELIGIBLE,677,0,0,677,2018
SAN MATEO,Apr 2018,NSLP,NSLP,San Mateo-Foster City School District,LAUREL ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,596,90,252,938,2018
SAN MATEO,Apr 2018,NSLP,NSLP,San Mateo-Foster City School District,LAUREL ELEMENTARY,NSLP_LUNCH,1040,193,426,1659,2018
SAN MATEO,Apr 2018,NSLP,NSLP,San Mateo-Foster City School District,LAUREL ELEMENTARY,NSLP_SNACK,16,0,425,441,2018
SAN MATEO,Apr 2018,NSLP,NSLP,San Mateo-Foster City School District,MEADOW HEIGHTS ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,521,75,210,806,2018
SAN MATEO,Apr 2018,NSLP,NSLP,San Mateo-Foster City School District,MEADOW HEIGHTS ELEMENTARY,NSLP_LUNCH,791,161,398,1350,2018
SAN MATEO,Apr 2018,NSLP,NSLP,San Mateo-Foster City School District,MEADOW HEIGHTS ELEMENTARY,NSLP_SNACK,0,0,354,354,2018
SAN MATEO,Apr 2018,NSLP,NSLP,San Mateo-Foster City School District,North Shoreview Montessori                                      ,NSLP_BREAKFAST_SEVERENEED,164,25,308,497,2018
SAN MATEO,Apr 2018,NSLP,NSLP,San Mateo-Foster City School District,North Shoreview Montessori                                      ,NSLP_LUNCH,311,33,496,840,2018
SAN MATEO,Apr 2018,NSLP,NSLP,San Mateo-Foster City School District,North Shoreview Montessori                                      ,NSLP_SNACK,86,0,455,541,2018
SAN MATEO,Apr 2018,NSLP,NSLP,San Mateo-Foster City School District,San Mateo Park Elementary                                       ,NSLP_BREAKFAST_SEVERENEED,1130,131,252,1513,2018
SAN MATEO,Apr 2018,NSLP,NSLP,San Mateo-Foster City School District,San Mateo Park Elementary                                       ,NSLP_LUNCH,1508,221,330,2059,2018
SAN MATEO,Apr 2018,NSLP,NSLP,San Mateo-Foster City School District,San Mateo Park Elementary                                       ,NSLP_SNACK_AREAELIGIBLE,277,0,0,277,2018
SAN MATEO,Apr 2018,NSLP,NSLP,San Mateo-Foster City School District,Parkside Montessori                                             ,NSLP_BREAKFAST_SEVERENEED,85,40,95,220,2018
SAN MATEO,Apr 2018,NSLP,NSLP,San Mateo-Foster City School District,Parkside Montessori                                             ,NSLP_LUNCH,176,60,211,447,2018
SAN MATEO,Apr 2018,NSLP,NSLP,San Mateo-Foster City School District,Parkside Montessori                                             ,NSLP_SNACK,11,0,205,216,2018
SAN MATEO,Apr 2018,NSLP,NSLP,San Mateo-Foster City School District,SUNNYBRAE ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,1493,176,315,1984,2018
SAN MATEO,Apr 2018,NSLP,NSLP,San Mateo-Foster City School District,SUNNYBRAE ELEMENTARY,NSLP_LUNCH,1841,218,341,2400,2018
SAN MATEO,Apr 2018,NSLP,NSLP,San Mateo-Foster City School District,SUNNYBRAE ELEMENTARY,NSLP_SNACK_AREAELIGIBLE,562,0,0,562,2018
SAN MATEO,Apr 2018,NSLP,NSLP,San Mateo-Foster City School District,COLLEGE PARK ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,264,76,357,697,2018
SAN MATEO,Apr 2018,NSLP,NSLP,San Mateo-Foster City School District,COLLEGE PARK ELEMENTARY,NSLP_LUNCH,280,94,1052,1426,2018
SAN MATEO,Apr 2018,NSLP,NSLP,San Mateo-Foster City School District,COLLEGE PARK ELEMENTARY,NSLP_SNACK,47,19,342,408,2018
SAN MATEO,Apr 2018,NSLP,NSLP,San Mateo-Foster City School District,BERESFORD ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,853,63,245,1161,2018
SAN MATEO,Apr 2018,NSLP,NSLP,San Mateo-Foster City School District,BERESFORD ELEMENTARY,NSLP_LUNCH,845,58,241,1144,2018
SAN MATEO,Apr 2018,NSLP,NSLP,San Mateo-Foster City School District,BERESFORD ELEMENTARY,NSLP_SNACK,26,5,123,154,2018
SAN MATEO,Apr 2018,NSLP,NSLP,San Mateo-Foster City School District,Fiesta Gardens International Elementary                         ,NSLP_BREAKFAST_SEVERENEED,435,86,166,687,2018
SAN MATEO,Apr 2018,NSLP,NSLP,San Mateo-Foster City School District,Fiesta Gardens International Elementary                         ,NSLP_LUNCH,1557,252,628,2437,2018
SAN MATEO,Apr 2018,NSLP,NSLP,San Mateo-Foster City School District,Fiesta Gardens International Elementary                         ,NSLP_SNACK_AREAELIGIBLE,821,0,0,821,2018
SAN MATEO,Apr 2018,NSLP,NSLP,San Mateo-Foster City School District,Turnbull Preschool,NSLP_BREAKFAST_SEVERENEED,1023,375,132,1530,2018
SAN MATEO,Apr 2018,NSLP,NSLP,San Mateo-Foster City School District,Turnbull Preschool,NSLP_LUNCH,459,207,38,704,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Escuela Popular,Escuela Popular High School,NSLP_BREAKFAST_SEVERENEED,410,184,61,655,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Escuela Popular,Escuela Popular High School,NSLP_LUNCH,590,220,174,984,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Escuela Popular,Elementary School,NSLP_BREAKFAST_SEVERENEED,985,112,213,1310,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Escuela Popular,Elementary School,NSLP_LUNCH,2900,366,346,3612,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Sunnyvale School District,Bishop Elementary                                               ,NSLP_BREAKFAST_SEVERENEED,1840,377,313,2530,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Sunnyvale School District,Bishop Elementary                                               ,NSLP_LUNCH,3300,973,686,4959,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Sunnyvale School District,Bishop Elementary                                               ,NSLP_SNACK_AREAELIGIBLE,297,0,0,297,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Sunnyvale School District,CHERRY CHASE ELEMENTARY,NSLP_BREAKFAST,138,14,610,762,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Sunnyvale School District,CHERRY CHASE ELEMENTARY,NSLP_LUNCH,323,34,2589,2946,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Sunnyvale School District,Columbia Middle                                                 ,NSLP_BREAKFAST_SEVERENEED,2658,792,726,4176,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Sunnyvale School District,Columbia Middle                                                 ,NSLP_LUNCH,3102,850,1307,5259,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Sunnyvale School District,Columbia Middle                                                 ,NSLP_SNACK_AREAELIGIBLE,962,0,0,962,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Sunnyvale School District,CUMBERLAND ELEMENTARY,NSLP_BREAKFAST,254,55,603,912,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Sunnyvale School District,CUMBERLAND ELEMENTARY,NSLP_LUNCH,406,121,2520,3047,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Sunnyvale School District,ELLIS ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,1416,179,347,1942,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Sunnyvale School District,ELLIS ELEMENTARY,NSLP_LUNCH,2193,482,1269,3944,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Sunnyvale School District,ELLIS ELEMENTARY,NSLP_SNACK,438,92,245,775,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Sunnyvale School District,FAIRWOOD ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,683,108,441,1232,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Sunnyvale School District,FAIRWOOD ELEMENTARY,NSLP_LUNCH,1068,221,1051,2340,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Sunnyvale School District,FAIRWOOD ELEMENTARY,NSLP_SNACK_AREAELIGIBLE,371,0,0,371,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Sunnyvale School District,LAKEWOOD ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,1319,284,255,1858,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Sunnyvale School District,LAKEWOOD ELEMENTARY,NSLP_LUNCH,2201,538,819,3558,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Sunnyvale School District,LAKEWOOD ELEMENTARY,NSLP_SNACK_AREAELIGIBLE,548,0,0,548,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Sunnyvale School District,SAN MIGUEL ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,1119,154,185,1458,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Sunnyvale School District,SAN MIGUEL ELEMENTARY,NSLP_LUNCH,2431,562,751,3744,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Sunnyvale School District,SAN MIGUEL ELEMENTARY,NSLP_SNACK_AREAELIGIBLE,821,0,0,821,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Sunnyvale School District,Sunnyvale Middle                                                ,NSLP_BREAKFAST_SEVERENEED,1345,253,848,2446,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Sunnyvale School District,Sunnyvale Middle                                                ,NSLP_LUNCH,2185,428,1962,4575,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Sunnyvale School District,VARGAS ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,1442,322,318,2082,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Sunnyvale School District,VARGAS ELEMENTARY,NSLP_LUNCH,2609,522,872,4003,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Sunnyvale School District,VARGAS ELEMENTARY,NSLP_SNACK_AREAELIGIBLE,889,0,0,889,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Fremont Union High School District,Community Day,NSLP_BREAKFAST_SEVERENEED,111,23,11,145,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Fremont Union High School District,Community Day,NSLP_LUNCH,187,20,18,225,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Fremont Union High School District,Community Day,NSLP_SNACK_AREAELIGIBLE,90,0,0,90,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Fremont Union High School District,CUPERTINO HIGH,NSLP_BREAKFAST_SEVERENEED,1350,101,1735,3186,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Fremont Union High School District,CUPERTINO HIGH,NSLP_LUNCH,1236,176,2101,3513,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Fremont Union High School District,HOMESTEAD HIGH,NSLP_BREAKFAST_SEVERENEED,2001,244,885,3130,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Fremont Union High School District,HOMESTEAD HIGH,NSLP_LUNCH,2378,392,3466,6236,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Fremont Union High School District,LYNBROOK HIGH,NSLP_BREAKFAST,472,158,2150,2780,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Fremont Union High School District,LYNBROOK HIGH,NSLP_LUNCH,445,149,3377,3971,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Fremont Union High School District,Monta Vista High                                                ,NSLP_BREAKFAST,305,37,2370,2712,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Fremont Union High School District,Monta Vista High                                                ,NSLP_LUNCH,432,76,4159,4667,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Fremont Union High School District,FREMONT HIGH,NSLP_BREAKFAST_SEVERENEED,2682,507,401,3590,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Fremont Union High School District,FREMONT HIGH,NSLP_LUNCH,3791,833,1624,6248,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Fremont Union High School District,FREMONT HIGH,NSLP_SNACK_AREAELIGIBLE,2065,0,0,2065,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,"Coalition for Better Schools, Inc.",Alpha: Blanca Alvarado                                          ,NSLP_BREAKFAST_SEVERENEED,681,155,15,851,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,"Coalition for Better Schools, Inc.",Alpha: Blanca Alvarado                                          ,NSLP_LUNCH,2566,538,192,3296,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,"Coalition for Better Schools, Inc.",Alpha: Blanca Alvarado                                          ,NSLP_SNACK_AREAELIGIBLE,904,0,0,904,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,"Coalition for Better Schools, Inc.",Alpha: Jose Hernandez                                           ,NSLP_BREAKFAST_SEVERENEED,889,114,1,1004,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,"Coalition for Better Schools, Inc.",Alpha: Jose Hernandez                                           ,NSLP_LUNCH,3040,329,100,3469,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,"Coalition for Better Schools, Inc.",Alpha: Jose Hernandez                                           ,NSLP_SNACK_AREAELIGIBLE,602,0,0,602,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,"Coalition for Better Schools, Inc.",Alpha Cindy Avitia High,NSLP_BREAKFAST_SEVERENEED,810,114,39,963,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,"Coalition for Better Schools, Inc.",Alpha Cindy Avitia High,NSLP_LUNCH,2405,460,200,3065,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Alum Rock Union Elementary School District,KIPP HEARTWOOD ACADEMY,NSLP_BREAKFAST_SEVERENEED,713,129,143,985,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Alum Rock Union Elementary School District,KIPP HEARTWOOD ACADEMY,NSLP_LUNCH,3423,847,683,4953,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Alum Rock Union Elementary School District,Learning in an Urban Community with High Achievement (L.U.C.H.A.,NSLP_BREAKFAST_SEVERENEED,2151,706,765,3622,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Alum Rock Union Elementary School District,Learning in an Urban Community with High Achievement (L.U.C.H.A.,NSLP_LUNCH,2373,633,761,3767,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Alum Rock Union Elementary School District,Russo/McEntee Academy                                           ,NSLP_BREAKFAST_SEVERENEED,1480,270,148,1898,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Alum Rock Union Elementary School District,Russo/McEntee Academy                                           ,NSLP_LUNCH,5526,1085,718,7329,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Alum Rock Union Elementary School District,CLYDE ARBUCKLE ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,727,143,127,997,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Alum Rock Union Elementary School District,CLYDE ARBUCKLE ELEMENTARY,NSLP_LUNCH,2456,470,406,3332,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Alum Rock Union Elementary School District,SYLVIA CASSELL ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,1006,206,278,1490,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Alum Rock Union Elementary School District,SYLVIA CASSELL ELEMENTARY,NSLP_LUNCH,3254,726,1209,5189,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Alum Rock Union Elementary School District,CESAR CHAVEZ ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,1531,290,180,2001,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Alum Rock Union Elementary School District,CESAR CHAVEZ ELEMENTARY,NSLP_LUNCH,3924,626,627,5177,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Alum Rock Union Elementary School District,HORACE CURETON ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,2215,326,506,3047,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Alum Rock Union Elementary School District,HORACE CURETON ELEMENTARY,NSLP_LUNCH,4163,737,996,5896,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Alum Rock Union Elementary School District,A. J. Dorsa Elementary                                          ,NSLP_BREAKFAST_SEVERENEED,932,168,148,1248,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Alum Rock Union Elementary School District,A. J. Dorsa Elementary                                          ,NSLP_LUNCH,3803,917,614,5334,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Alum Rock Union Elementary School District,Clyde L. Fischer Middle                                         ,NSLP_BREAKFAST_SEVERENEED,3926,799,1065,5790,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Alum Rock Union Elementary School District,Clyde L. Fischer Middle                                         ,NSLP_LUNCH,4239,916,1116,6271,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Alum Rock Union Elementary School District,JOSEPH GEORGE MIDDLE,NSLP_BREAKFAST_SEVERENEED,1936,357,542,2835,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Alum Rock Union Elementary School District,JOSEPH GEORGE MIDDLE,NSLP_LUNCH,3164,564,891,4619,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Alum Rock Union Elementary School District,Aptitud Community Academy at Goss                               ,NSLP_BREAKFAST_SEVERENEED,4550,670,510,5730,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Alum Rock Union Elementary School District,Aptitud Community Academy at Goss                               ,NSLP_LUNCH,4567,1022,880,6469,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Alum Rock Union Elementary School District,O. S. Hubbard Elementary                                        ,NSLP_BREAKFAST_SEVERENEED,2365,399,332,3096,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Alum Rock Union Elementary School District,O. S. Hubbard Elementary                                        ,NSLP_LUNCH,5205,1115,919,7239,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Alum Rock Union Elementary School District,LINDA VISTA ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,1130,442,512,2084,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Alum Rock Union Elementary School District,LINDA VISTA ELEMENTARY,NSLP_LUNCH,3428,1082,1522,6032,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Alum Rock Union Elementary School District,LYNDALE ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,792,135,243,1170,2018
SANTA CLARA,Apr 2018,NSLP,NSLP,Alum Rock Union Elementary School District,LYNDALE ELEMENTARY,NSLP_LUNCH,4137,726,989,5852,2018
