CountyDesc,FnsReportDate,ProgramCode,ProgramGroupCode,Name,SiteName,MealTypeCode,MlsServedFree,MlsServedRedc,MlsServedPaid,MlsServedTotal,ProgramGroupYear
SANTA CLARA,Jun 2018,NSLP,NSLP,East Side Union High School District,Independence High                                               ,NSLP_BREAKFAST_SEVERENEED,624,139,25,788,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,East Side Union High School District,Independence High                                               ,NSLP_LUNCH,881,369,60,1310,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,East Side Union High School District,Foothill High                                                   ,NSLP_BREAKFAST_SEVERENEED,10,2,0,12,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,East Side Union High School District,Foothill High                                                   ,NSLP_LUNCH,10,2,0,12,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,East Side Union High School District,James Lick High                                                 ,NSLP_BREAKFAST_SEVERENEED,114,48,111,273,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,East Side Union High School District,James Lick High                                                 ,NSLP_LUNCH,118,57,125,300,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,East Side Union High School District,William C. Overfelt High                                        ,NSLP_BREAKFAST_SEVERENEED,184,46,8,238,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,East Side Union High School District,William C. Overfelt High                                        ,NSLP_LUNCH,228,58,44,330,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,East Side Union High School District,Piedmont Hills High                                             ,NSLP_LUNCH,349,91,87,527,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,East Side Union High School District,Santa Teresa High                                               ,NSLP_BREAKFAST_SEVERENEED,171,70,40,281,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,East Side Union High School District,Santa Teresa High                                               ,NSLP_LUNCH,243,120,61,424,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,East Side Union High School District,Yerba Buena High                                                ,NSLP_BREAKFAST_SEVERENEED,14,1,7,22,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,East Side Union High School District,Yerba Buena High                                                ,NSLP_LUNCH,19,2,7,28,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Unity Care Group Inc.,UNITY CARE #2,NSLP_BREAKFAST_SEVERENEED,146,0,0,146,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Unity Care Group Inc.,UNITY CARE #2,NSLP_LUNCH,146,0,0,146,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Unity Care Group Inc.,UNITY CARE #3,NSLP_BREAKFAST_SEVERENEED,131,0,0,131,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Unity Care Group Inc.,UNITY CARE #3,NSLP_LUNCH,131,0,0,131,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Unity Care Group Inc.,UNITY CARE #3,NSLP_SNACK_AREAELIGIBLE,94,0,0,94,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Unity Care Group Inc.,UNITY CARE #5,NSLP_BREAKFAST_SEVERENEED,151,0,0,151,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Unity Care Group Inc.,UNITY CARE #5,NSLP_LUNCH,151,0,0,151,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Rocketship Education,Rocketship Alma Academy,NSLP_BREAKFAST_SEVERENEED,2537,566,509,3612,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Rocketship Education,Rocketship Alma Academy,NSLP_LUNCH,2132,405,287,2824,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Rocketship Education,Rocketship Academy Brilliant Minds                              ,NSLP_BREAKFAST_SEVERENEED,2538,551,1075,4164,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Rocketship Education,Rocketship Academy Brilliant Minds                              ,NSLP_LUNCH,1981,352,577,2910,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Rocketship Education,Rocketship Discovery Prep                                       ,NSLP_BREAKFAST_SEVERENEED,2679,461,485,3625,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Rocketship Education,Rocketship Discovery Prep                                       ,NSLP_LUNCH,2052,255,210,2517,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Rocketship Education,Rocketship Fuerza Community Prep,NSLP_BREAKFAST_SEVERENEED,2610,610,653,3873,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Rocketship Education,Rocketship Fuerza Community Prep,NSLP_LUNCH,2167,480,388,3035,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Rocketship Education,Rocketship Futuro Academy,NSLP_BREAKFAST,725,255,195,1175,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Rocketship Education,Rocketship Futuro Academy,NSLP_LUNCH,635,209,115,959,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Rocketship Education,Rocketship Mateo Sheedy Elementary,NSLP_BREAKFAST_SEVERENEED,2871,698,434,4003,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Rocketship Education,Rocketship Mateo Sheedy Elementary,NSLP_LUNCH,2303,516,160,2979,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Rocketship Education,Rocketship Si Se Puede Academy                                  ,NSLP_BREAKFAST_SEVERENEED,2282,433,392,3107,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Rocketship Education,Rocketship Si Se Puede Academy                                  ,NSLP_LUNCH,1846,288,204,2338,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Rocketship Education,Rocketship Los Suenos Academy,NSLP_BREAKFAST_SEVERENEED,2368,455,449,3272,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Rocketship Education,Rocketship Los Suenos Academy,NSLP_LUNCH,2081,372,218,2671,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Rocketship Education,Rocketship Mosaic Elementary,NSLP_BREAKFAST_SEVERENEED,2628,843,813,4284,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Rocketship Education,Rocketship Mosaic Elementary,NSLP_LUNCH,2194,663,439,3296,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Rocketship Education,Rocketship Spark Academy                                        ,NSLP_BREAKFAST_SEVERENEED,2263,841,1283,4387,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Rocketship Education,Rocketship Spark Academy                                        ,NSLP_LUNCH,1783,637,774,3194,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Rocketship Education,Rocketship Redwood City,NSLP_BREAKFAST_SEVERENEED,1307,215,359,1881,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Rocketship Education,Rocketship Redwood City,NSLP_LUNCH,819,132,119,1070,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Rocketship Education,Rocketship Rising Stars                                         ,NSLP_BREAKFAST,2141,446,622,3209,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Rocketship Education,Rocketship Rising Stars                                         ,NSLP_LUNCH,2176,422,463,3061,2018
SAN MATEO,Jun 2018,NSLP,NSLP,Jefferson Elementary School District,Benjamin Franklin Intermediate                                  ,NSLP_BREAKFAST_SEVERENEED,451,63,46,560,2018
SAN MATEO,Jun 2018,NSLP,NSLP,Jefferson Elementary School District,Benjamin Franklin Intermediate                                  ,NSLP_LUNCH,1280,239,567,2086,2018
SAN MATEO,Jun 2018,NSLP,NSLP,Jefferson Elementary School District,DANIEL WEBSTER ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,339,55,45,439,2018
SAN MATEO,Jun 2018,NSLP,NSLP,Jefferson Elementary School District,DANIEL WEBSTER ELEMENTARY,NSLP_LUNCH,1691,388,776,2855,2018
SAN MATEO,Jun 2018,NSLP,NSLP,Jefferson Elementary School District,FERNANDO RIVERA INTERMEDIATE,NSLP_BREAKFAST_SEVERENEED,72,21,31,124,2018
SAN MATEO,Jun 2018,NSLP,NSLP,Jefferson Elementary School District,FERNANDO RIVERA INTERMEDIATE,NSLP_LUNCH,699,282,475,1456,2018
SAN MATEO,Jun 2018,NSLP,NSLP,Jefferson Elementary School District,GARDEN VILLAGE ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,359,12,77,448,2018
SAN MATEO,Jun 2018,NSLP,NSLP,Jefferson Elementary School District,GARDEN VILLAGE ELEMENTARY,NSLP_LUNCH,1075,298,724,2097,2018
SAN MATEO,Jun 2018,NSLP,NSLP,Jefferson Elementary School District,George Washington Elementary                                    ,NSLP_BREAKFAST_SEVERENEED,534,129,48,711,2018
SAN MATEO,Jun 2018,NSLP,NSLP,Jefferson Elementary School District,George Washington Elementary                                    ,NSLP_LUNCH,1455,597,503,2555,2018
SAN MATEO,Jun 2018,NSLP,NSLP,Jefferson Elementary School District,John F. Kennedy Elementary                                      ,NSLP_BREAKFAST_SEVERENEED,430,85,50,565,2018
SAN MATEO,Jun 2018,NSLP,NSLP,Jefferson Elementary School District,John F. Kennedy Elementary                                      ,NSLP_LUNCH,1355,390,515,2260,2018
SAN MATEO,Jun 2018,NSLP,NSLP,Jefferson Elementary School District,Margaret Pauline Brown Elementary                               ,NSLP_BREAKFAST_SEVERENEED,246,121,86,453,2018
SAN MATEO,Jun 2018,NSLP,NSLP,Jefferson Elementary School District,Margaret Pauline Brown Elementary                               ,NSLP_LUNCH,936,392,544,1872,2018
SAN MATEO,Jun 2018,NSLP,NSLP,Jefferson Elementary School District,Marjorie H. Tobias Elementary                                   ,NSLP_BREAKFAST,422,34,118,574,2018
SAN MATEO,Jun 2018,NSLP,NSLP,Jefferson Elementary School District,Marjorie H. Tobias Elementary                                   ,NSLP_LUNCH,715,171,1069,1955,2018
SAN MATEO,Jun 2018,NSLP,NSLP,Jefferson Elementary School District,Franklin Delano Roosevelt Elementary                            ,NSLP_BREAKFAST_SEVERENEED,178,44,96,318,2018
SAN MATEO,Jun 2018,NSLP,NSLP,Jefferson Elementary School District,Franklin Delano Roosevelt Elementary                            ,NSLP_LUNCH,813,277,772,1862,2018
SAN MATEO,Jun 2018,NSLP,NSLP,Jefferson Elementary School District,STATE PRESCHOOL (GENERAL PERSHING),NSLP_LUNCH,830,283,516,1629,2018
SAN MATEO,Jun 2018,NSLP,NSLP,Jefferson Elementary School District,THOMAS EDISON ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,296,45,78,419,2018
SAN MATEO,Jun 2018,NSLP,NSLP,Jefferson Elementary School District,THOMAS EDISON ELEMENTARY,NSLP_LUNCH,976,371,901,2248,2018
SAN MATEO,Jun 2018,NSLP,NSLP,Jefferson Elementary School District,Thomas R. Pollicita Middle                                      ,NSLP_BREAKFAST_SEVERENEED,268,34,21,323,2018
SAN MATEO,Jun 2018,NSLP,NSLP,Jefferson Elementary School District,Thomas R. Pollicita Middle                                      ,NSLP_LUNCH,1405,534,478,2417,2018
SAN MATEO,Jun 2018,NSLP,NSLP,Jefferson Elementary School District,WESTLAKE ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,396,74,92,562,2018
SAN MATEO,Jun 2018,NSLP,NSLP,Jefferson Elementary School District,WESTLAKE ELEMENTARY,NSLP_LUNCH,1151,294,708,2153,2018
SAN MATEO,Jun 2018,NSLP,NSLP,Jefferson Elementary School District,WOODROW WILSON ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,341,130,54,525,2018
SAN MATEO,Jun 2018,NSLP,NSLP,Jefferson Elementary School District,WOODROW WILSON ELEMENTARY,NSLP_LUNCH,1466,437,544,2447,2018
SAN MATEO,Jun 2018,NSLP,NSLP,Jefferson Elementary School District,Susan B. Anthony Elementary                                     ,NSLP_BREAKFAST_SEVERENEED,720,81,51,852,2018
SAN MATEO,Jun 2018,NSLP,NSLP,Jefferson Elementary School District,Susan B. Anthony Elementary                                     ,NSLP_LUNCH,1812,553,758,3123,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,JT Residential Care Facilities,TAYLER GROUP HOME,NSLP_BREAKFAST_SEVERENEED,88,0,0,88,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,JT Residential Care Facilities,TAYLER GROUP HOME,NSLP_LUNCH,76,0,0,76,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,JT Residential Care Facilities,TAYLER GROUP HOME,NSLP_SNACK_AREAELIGIBLE,12,0,0,12,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,JT Residential Care Facilities,KENNEDY GROUP HOME,NSLP_BREAKFAST_SEVERENEED,76,0,0,76,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,JT Residential Care Facilities,KENNEDY GROUP HOME,NSLP_LUNCH,68,0,0,68,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,JT Residential Care Facilities,KENNEDY GROUP HOME,NSLP_SNACK_AREAELIGIBLE,8,0,0,8,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Los Gatos Union Elementary School District,BLOSSOM HILL ELEMENTARY,NSLP_BREAKFAST,16,1,206,223,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Los Gatos Union Elementary School District,BLOSSOM HILL ELEMENTARY,NSLP_LUNCH,19,6,437,462,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Los Gatos Union Elementary School District,DAVES AVENUE ELEMENTARY,NSLP_BREAKFAST,46,0,369,415,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Los Gatos Union Elementary School District,DAVES AVENUE ELEMENTARY,NSLP_LUNCH,32,0,298,330,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Los Gatos Union Elementary School District,LEXINGTON ELEMENTARY,NSLP_LUNCH,10,2,100,112,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Los Gatos Union Elementary School District,Louise Van Meter Elementary                                     ,NSLP_BREAKFAST,11,6,126,143,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Los Gatos Union Elementary School District,Louise Van Meter Elementary                                     ,NSLP_LUNCH,19,5,220,244,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Los Gatos Union Elementary School District,Raymond J. Fisher Middle                                        ,NSLP_LUNCH,30,5,172,207,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Sunnyvale School District,Bishop Elementary                                               ,NSLP_BREAKFAST_SEVERENEED,386,71,54,511,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Sunnyvale School District,Bishop Elementary                                               ,NSLP_LUNCH,713,223,158,1094,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Sunnyvale School District,Bishop Elementary                                               ,NSLP_SNACK_AREAELIGIBLE,51,0,0,51,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Sunnyvale School District,CHERRY CHASE ELEMENTARY,NSLP_BREAKFAST,53,3,183,239,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Sunnyvale School District,CHERRY CHASE ELEMENTARY,NSLP_LUNCH,82,7,681,770,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Sunnyvale School District,Columbia Middle                                                 ,NSLP_BREAKFAST_SEVERENEED,590,151,149,890,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Sunnyvale School District,Columbia Middle                                                 ,NSLP_LUNCH,684,199,296,1179,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Sunnyvale School District,Columbia Middle                                                 ,NSLP_SNACK_AREAELIGIBLE,259,0,0,259,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Sunnyvale School District,CUMBERLAND ELEMENTARY,NSLP_BREAKFAST,61,18,216,295,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Sunnyvale School District,CUMBERLAND ELEMENTARY,NSLP_LUNCH,79,27,591,697,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Sunnyvale School District,ELLIS ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,391,56,104,551,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Sunnyvale School District,ELLIS ELEMENTARY,NSLP_LUNCH,543,116,339,998,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Sunnyvale School District,ELLIS ELEMENTARY,NSLP_SNACK,57,16,28,101,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Sunnyvale School District,LAKEWOOD ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,356,64,52,472,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Sunnyvale School District,LAKEWOOD ELEMENTARY,NSLP_LUNCH,513,103,180,796,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Sunnyvale School District,LAKEWOOD ELEMENTARY,NSLP_SNACK_AREAELIGIBLE,102,0,0,102,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Sunnyvale School District,SAN MIGUEL ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,280,41,31,352,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Sunnyvale School District,SAN MIGUEL ELEMENTARY,NSLP_LUNCH,724,163,243,1130,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Sunnyvale School District,SAN MIGUEL ELEMENTARY,NSLP_SNACK_AREAELIGIBLE,240,0,0,240,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Sunnyvale School District,Sunnyvale Middle                                                ,NSLP_BREAKFAST_SEVERENEED,319,42,181,542,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Sunnyvale School District,Sunnyvale Middle                                                ,NSLP_LUNCH,406,72,393,871,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Sunnyvale School District,VARGAS ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,384,93,100,577,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Sunnyvale School District,VARGAS ELEMENTARY,NSLP_LUNCH,580,125,202,907,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Sunnyvale School District,VARGAS ELEMENTARY,NSLP_SNACK_AREAELIGIBLE,115,0,0,115,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Sunnyvale School District,FAIRWOOD ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,208,33,122,363,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Sunnyvale School District,FAIRWOOD ELEMENTARY,NSLP_LUNCH,270,56,290,616,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Sunnyvale School District,FAIRWOOD ELEMENTARY,NSLP_SNACK_AREAELIGIBLE,151,0,0,151,2018
SAN MATEO,Jun 2018,NSLP,NSLP,"Oxford Day Academy, Inc.",Oxford Day Academy,NSLP_BREAKFAST,142,39,50,231,2018
SAN MATEO,Jun 2018,NSLP,NSLP,"Oxford Day Academy, Inc.",Oxford Day Academy,NSLP_LUNCH,151,41,58,250,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Union Elementary School District,LIETZ ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,144,17,82,243,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Union Elementary School District,LIETZ ELEMENTARY,NSLP_LUNCH,264,35,253,552,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Union Elementary School District,GUADALUPE ELEMENTARY,NSLP_LUNCH,69,8,466,543,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Union Elementary School District,NODDIN ELEMENTARY,NSLP_BREAKFAST,73,5,128,206,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Union Elementary School District,NODDIN ELEMENTARY,NSLP_LUNCH,122,19,393,534,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Union Elementary School District,ALTA VISTA ELEMENTARY,NSLP_LUNCH,48,14,509,571,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Union Elementary School District,CARLTON ELEMENTARY,NSLP_LUNCH,70,14,725,809,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Union Elementary School District,DARTMOUTH MIDDLE,NSLP_BREAKFAST_SEVERENEED,246,52,185,483,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Union Elementary School District,DARTMOUTH MIDDLE,NSLP_LUNCH,156,40,162,358,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Union Elementary School District,OSTER ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,74,32,101,207,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Union Elementary School District,OSTER ELEMENTARY,NSLP_LUNCH,125,63,335,523,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Union Elementary School District,Union Middle                                                    ,NSLP_BREAKFAST_SEVERENEED,57,8,140,205,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Union Elementary School District,Union Middle                                                    ,NSLP_LUNCH,50,7,148,205,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,ST ELIZABETH SETON SCHOOL,St. Elizabeth Seton                                             ,NSLP_BREAKFAST_SEVERENEED,273,72,55,400,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,ST ELIZABETH SETON SCHOOL,St. Elizabeth Seton                                             ,NSLP_LUNCH,347,91,81,519,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,ST ELIZABETH SETON SCHOOL,St. Elizabeth Seton                                             ,NSLP_SNACK_AREAELIGIBLE,133,0,0,133,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,MORELAND SCHOOL DISTRICT,Latimer                                                         ,NSLP_BREAKFAST_SEVERENEED,681,164,242,1087,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,MORELAND SCHOOL DISTRICT,Latimer                                                         ,NSLP_LUNCH,757,190,533,1480,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,MORELAND SCHOOL DISTRICT,Leroy Anderson Elementary                                       ,NSLP_BREAKFAST_SEVERENEED,1236,258,269,1763,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,MORELAND SCHOOL DISTRICT,Leroy Anderson Elementary                                       ,NSLP_LUNCH,1793,377,399,2569,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,MORELAND SCHOOL DISTRICT,Leroy Anderson Elementary                                       ,NSLP_SNACK_AREAELIGIBLE,302,0,0,302,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,MORELAND SCHOOL DISTRICT,Gussie M. Baker Elementary                                      ,NSLP_BREAKFAST,360,57,371,788,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,MORELAND SCHOOL DISTRICT,Gussie M. Baker Elementary                                      ,NSLP_LUNCH,435,56,757,1248,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,MORELAND SCHOOL DISTRICT,Moreland Middle                                                 ,NSLP_BREAKFAST_SEVERENEED,751,142,209,1102,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,MORELAND SCHOOL DISTRICT,Moreland Middle                                                 ,NSLP_LUNCH,1022,238,796,2056,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,MORELAND SCHOOL DISTRICT,COUNTRY LANE ELEMENTARY,NSLP_BREAKFAST,179,45,248,472,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,MORELAND SCHOOL DISTRICT,COUNTRY LANE ELEMENTARY,NSLP_LUNCH,209,38,809,1056,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,MORELAND SCHOOL DISTRICT,Easterbrook Discovery                                           ,NSLP_BREAKFAST_SEVERENEED,400,72,405,877,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,MORELAND SCHOOL DISTRICT,Easterbrook Discovery                                           ,NSLP_LUNCH,581,122,1184,1887,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,MORELAND SCHOOL DISTRICT,George C. Payne Elementary                                      ,NSLP_BREAKFAST_SEVERENEED,645,180,339,1164,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,MORELAND SCHOOL DISTRICT,George C. Payne Elementary                                      ,NSLP_LUNCH,633,184,624,1441,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Saratoga Union Elementary School District,ARGONAUT ELEMENTARY,NSLP_BREAKFAST,0,0,96,96,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Saratoga Union Elementary School District,ARGONAUT ELEMENTARY,NSLP_LUNCH,8,0,419,427,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Saratoga Union Elementary School District,FOOTHILL ELEMENTARY,NSLP_BREAKFAST,25,5,94,124,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Saratoga Union Elementary School District,FOOTHILL ELEMENTARY,NSLP_LUNCH,35,2,406,443,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Saratoga Union Elementary School District,SARATOGA ELEMENTARY,NSLP_BREAKFAST,19,5,198,222,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Saratoga Union Elementary School District,SARATOGA ELEMENTARY,NSLP_LUNCH,26,7,338,371,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Saratoga Union Elementary School District,Redwood Middle                                                  ,NSLP_LUNCH,6,2,435,443,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Oak Grove Elementary School District,Anderson (Alex) Elementary                                      ,NSLP_BREAKFAST_SEVERENEED,359,67,194,620,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Oak Grove Elementary School District,Anderson (Alex) Elementary                                      ,NSLP_LUNCH,750,164,579,1493,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Oak Grove Elementary School District,BALDWIN (JULIA) ELEMENTARY,NSLP_LUNCH,439,124,431,994,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Oak Grove Elementary School District,Bernal Intermediate                                             ,NSLP_BREAKFAST_SEVERENEED,231,55,169,455,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Oak Grove Elementary School District,Bernal Intermediate                                             ,NSLP_LUNCH,239,49,240,528,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Oak Grove Elementary School District,CHRISTOPHER ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,270,12,18,300,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Oak Grove Elementary School District,CHRISTOPHER ELEMENTARY,NSLP_LUNCH,715,39,57,811,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Oak Grove Elementary School District,CHRISTOPHER ELEMENTARY,NSLP_SNACK_AREAELIGIBLE,145,0,0,145,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Oak Grove Elementary School District,DAVIS (CAROLINE) INTERMEDIATE,NSLP_BREAKFAST_SEVERENEED,782,94,118,994,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Oak Grove Elementary School District,DAVIS (CAROLINE) INTERMEDIATE,NSLP_LUNCH,667,89,138,894,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Oak Grove Elementary School District,DAVIS (CAROLINE) INTERMEDIATE,NSLP_SNACK_AREAELIGIBLE,300,0,0,300,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Oak Grove Elementary School District,DEL ROBLE ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,432,80,100,612,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Oak Grove Elementary School District,DEL ROBLE ELEMENTARY,NSLP_LUNCH,595,160,274,1029,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Oak Grove Elementary School District,DEL ROBLE ELEMENTARY,NSLP_SNACK_AREAELIGIBLE,272,0,0,272,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Oak Grove Elementary School District,EDENVALE ELEMENTARY,NSLP_BREAKFAST_SEVERENEED,673,54,48,775,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Oak Grove Elementary School District,EDENVALE ELEMENTARY,NSLP_LUNCH,1408,180,114,1702,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Oak Grove Elementary School District,EDENVALE ELEMENTARY,NSLP_SNACK_AREAELIGIBLE,348,0,0,348,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Oak Grove Elementary School District,Frost (Earl) Elementary                                         ,NSLP_BREAKFAST_SEVERENEED,272,55,373,700,2018
SANTA CLARA,Jun 2018,NSLP,NSLP,Oak Grove Elementary School District,Frost (Earl) Elementary                                         ,NSLP_LUNCH,354,99,543,996,2018
